geoid,name,state,county,county_name,tract,population_acs5_2020,population_moe_acs5_2020,median_household_income_acs5_2020,median_household_income_moe_acs5_2020,incidents_2020,eligible_for_income_analysis,incidents_per_100k_2020
36047024800,"Census Tract 0248.00, Kings County, New York",36,47,Kings,24800,2548,378,63318,12495,1,True,39.246467817896395
36047024900,"Census Tract 0249.00, Kings County, New York",36,47,Kings,24900,4147,695,76103,17177,1,True,24.113817217265495
36047025000,"Census Tract 0250.00, Kings County, New York",36,47,Kings,25000,1799,393,54034,7502,0,True,0.0
36047025100,"Census Tract 0251.00, Kings County, New York",36,47,Kings,25100,3716,645,48580,23442,5,True,134.55328310010765
36047025200,"Census Tract 0252.00, Kings County, New York",36,47,Kings,25200,5257,691,57058,10843,0,True,0.0
36047025300,"Census Tract 0253.00, Kings County, New York",36,47,Kings,25300,3616,792,72429,11249,1,True,27.654867256637168
36047025400,"Census Tract 0254.00, Kings County, New York",36,47,Kings,25400,3178,485,48438,16524,0,True,0.0
36047025500,"Census Tract 0255.00, Kings County, New York",36,47,Kings,25500,5203,710,19578,3206,5,True,96.09840476648087
36047025600,"Census Tract 0256.00, Kings County, New York",36,47,Kings,25600,3166,700,57740,25356,0,True,0.0
36047025700,"Census Tract 0257.00, Kings County, New York",36,47,Kings,25700,2541,439,95595,28343,5,True,196.77292404565134
36047025800,"Census Tract 0258.00, Kings County, New York",36,47,Kings,25800,4467,655,49441,11315,0,True,0.0
36047025901,"Census Tract 0259.01, Kings County, New York",36,47,Kings,25901,1874,228,66250,33719,0,True,0.0
36047025902,"Census Tract 0259.02, Kings County, New York",36,47,Kings,25902,3650,638,17795,5934,3,True,82.19178082191782
36047026000,"Census Tract 0260.00, Kings County, New York",36,47,Kings,26000,3184,573,45545,12208,0,True,0.0
36047026100,"Census Tract 0261.00, Kings County, New York",36,47,Kings,26100,4798,816,63416,12262,1,True,20.842017507294706
36047026200,"Census Tract 0262.00, Kings County, New York",36,47,Kings,26200,2513,421,74803,12653,0,True,0.0
36047026300,"Census Tract 0263.00, Kings County, New York",36,47,Kings,26300,2047,308,60168,22138,3,True,146.55593551538837
36047026400,"Census Tract 0264.00, Kings County, New York",36,47,Kings,26400,4491,618,52188,16244,0,True,0.0
36047026500,"Census Tract 0265.00, Kings County, New York",36,47,Kings,26500,4032,648,70391,17457,4,True,99.2063492063492
36047026600,"Census Tract 0266.00, Kings County, New York",36,47,Kings,26600,3592,549,46413,13470,0,True,0.0
36047026700,"Census Tract 0267.00, Kings County, New York",36,47,Kings,26700,4277,494,83548,12520,0,True,0.0
36047026800,"Census Tract 0268.00, Kings County, New York",36,47,Kings,26800,4299,597,62625,24900,0,True,0.0
36047026900,"Census Tract 0269.00, Kings County, New York",36,47,Kings,26900,3365,714,77034,21101,1,True,29.717682020802375
36047027000,"Census Tract 0270.00, Kings County, New York",36,47,Kings,27000,2147,425,36500,17421,0,True,0.0
36047027100,"Census Tract 0271.00, Kings County, New York",36,47,Kings,27100,3351,596,78125,38298,1,True,29.84183825723665
36047027200,"Census Tract 0272.00, Kings County, New York",36,47,Kings,27200,3725,460,56902,26674,0,True,0.0
36047027300,"Census Tract 0273.00, Kings County, New York",36,47,Kings,27300,3651,669,63348,21566,5,True,136.9487811558477
36047027400,"Census Tract 0274.00, Kings County, New York",36,47,Kings,27400,3377,584,52344,22604,0,True,0.0
36047027500,"Census Tract 0275.00, Kings County, New York",36,47,Kings,27500,4711,810,86731,14772,3,True,63.68074718743367
36047027600,"Census Tract 0276.00, Kings County, New York",36,47,Kings,27600,3638,766,57143,7526,0,True,0.0
36047027700,"Census Tract 0277.00, Kings County, New York",36,47,Kings,27700,4449,675,58681,17667,6,True,134.86176668914362
36047027800,"Census Tract 0278.00, Kings County, New York",36,47,Kings,27800,3141,520,57269,4558,0,True,0.0
36047027900,"Census Tract 0279.00, Kings County, New York",36,47,Kings,27900,3548,588,71397,19742,5,True,140.92446448703495
36047028000,"Census Tract 0280.00, Kings County, New York",36,47,Kings,28000,1869,276,85625,22645,0,True,0.0
36047028100,"Census Tract 0281.00, Kings County, New York",36,47,Kings,28100,4738,863,31362,6005,3,True,63.31785563528915
36047028200,"Census Tract 0282.00, Kings County, New York",36,47,Kings,28200,3605,468,63238,14565,0,True,0.0
36047028300,"Census Tract 0283.00, Kings County, New York",36,47,Kings,28300,3701,684,36375,13983,3,True,81.05917319643339
36047028400,"Census Tract 0284.00, Kings County, New York",36,47,Kings,28400,3440,484,60588,8887,0,True,0.0
36047028501,"Census Tract 0285.01, Kings County, New York",36,47,Kings,28501,386,145,56842,24443,2,True,518.1347150259068
36047028502,"Census Tract 0285.02, Kings County, New York",36,47,Kings,28502,2937,556,40375,12193,3,True,102.14504596527068
36047028600,"Census Tract 0286.00, Kings County, New York",36,47,Kings,28600,5257,1013,40556,12059,0,True,0.0
36047028700,"Census Tract 0287.00, Kings County, New York",36,47,Kings,28700,3308,511,54167,40008,2,True,60.45949214026602
36047028800,"Census Tract 0288.00, Kings County, New York",36,47,Kings,28800,3422,706,67625,31428,0,True,0.0
36047028900,"Census Tract 0289.00, Kings County, New York",36,47,Kings,28900,3728,844,62083,41296,1,True,26.824034334763947
36047029000,"Census Tract 0290.00, Kings County, New York",36,47,Kings,29000,3539,552,41274,11140,0,True,0.0
36047029100,"Census Tract 0291.00, Kings County, New York",36,47,Kings,29100,3232,475,81875,26043,0,True,0.0
36047029200,"Census Tract 0292.00, Kings County, New York",36,47,Kings,29200,2776,321,45430,13176,0,True,0.0
36047029300,"Census Tract 0293.00, Kings County, New York",36,47,Kings,29300,3353,566,41913,16668,3,True,89.47211452430659
36047029400,"Census Tract 0294.00, Kings County, New York",36,47,Kings,29400,2494,409,62159,20472,0,True,0.0
36047029500,"Census Tract 0295.00, Kings County, New York",36,47,Kings,29500,4212,840,62351,17046,0,True,0.0
36047029600,"Census Tract 0296.00, Kings County, New York",36,47,Kings,29600,5246,861,49609,12680,0,True,0.0
36047029700,"Census Tract 0297.00, Kings County, New York",36,47,Kings,29700,4412,671,71786,18466,2,True,45.33091568449683
36047029800,"Census Tract 0298.00, Kings County, New York",36,47,Kings,29800,3734,725,46949,13366,0,True,0.0
36047029900,"Census Tract 0299.00, Kings County, New York",36,47,Kings,29900,2297,539,56875,16895,4,True,174.140182847192
36047030000,"Census Tract 0300.00, Kings County, New York",36,47,Kings,30000,3997,508,56250,29524,0,True,0.0
36047030100,"Census Tract 0301.00, Kings County, New York",36,47,Kings,30100,3021,614,72301,43001,3,True,99.30486593843098
36047030200,"Census Tract 0302.00, Kings County, New York",36,47,Kings,30200,4419,527,73472,25569,0,True,0.0
36047030300,"Census Tract 0303.00, Kings County, New York",36,47,Kings,30300,4864,701,40463,8007,4,True,82.23684210526315
36047030400,"Census Tract 0304.00, Kings County, New York",36,47,Kings,30400,4358,524,43239,11603,0,True,0.0
36047030500,"Census Tract 0305.00, Kings County, New York",36,47,Kings,30500,6806,777,94211,20778,1,True,14.692918013517486
36047030600,"Census Tract 0306.00, Kings County, New York",36,47,Kings,30600,1852,270,50272,10014,1,True,53.99568034557236
36047030700,"Census Tract 0307.00, Kings County, New York",36,47,Kings,30700,7084,929,30424,12519,7,True,98.81422924901185
36047030800,"Census Tract 0308.00, Kings County, New York",36,47,Kings,30800,2035,331,58147,18515,0,True,0.0
36047030900,"Census Tract 0309.00, Kings County, New York",36,47,Kings,30900,2302,431,55606,19982,5,True,217.2024326672459
36047031100,"Census Tract 0311.00, Kings County, New York",36,47,Kings,31100,2991,565,69034,25033,7,True,234.0354396522902
36047031300,"Census Tract 0313.00, Kings County, New York",36,47,Kings,31300,4943,821,87538,13413,0,True,0.0
36047031401,"Census Tract 0314.01, Kings County, New York",36,47,Kings,31401,4972,928,93063,16830,0,True,0.0
36047031402,"Census Tract 0314.02, Kings County, New York",36,47,Kings,31402,0,12,-666666666,-222222222,0,False,
36047031500,"Census Tract 0315.00, Kings County, New York",36,47,Kings,31500,5140,733,65763,15602,4,True,77.82101167315176
36047031701,"Census Tract 0317.01, Kings County, New York",36,47,Kings,31701,3671,646,78807,15970,2,True,54.48106782892945
36047031702,"Census Tract 0317.02, Kings County, New York",36,47,Kings,31702,3744,600,93750,10216,0,True,0.0
36047031900,"Census Tract 0319.00, Kings County, New York",36,47,Kings,31900,2847,578,59482,15782,1,True,35.12469265893923
36047032100,"Census Tract 0321.00, Kings County, New York",36,47,Kings,32100,5396,798,66436,9404,4,True,74.12898443291327
36047032300,"Census Tract 0323.00, Kings County, New York",36,47,Kings,32300,3542,767,80283,14351,2,True,56.4652738565782
36047032500,"Census Tract 0325.00, Kings County, New York",36,47,Kings,32500,5888,917,54324,10698,0,True,0.0
36047032600,"Census Tract 0326.00, Kings County, New York",36,47,Kings,32600,6794,1158,28526,5320,4,True,58.875478363261706
36047032700,"Census Tract 0327.00, Kings County, New York",36,47,Kings,32700,2696,509,54861,23204,0,True,0.0
36047032800,"Census Tract 0328.00, Kings County, New York",36,47,Kings,32800,2586,362,40417,14640,0,True,0.0
36047032900,"Census Tract 0329.00, Kings County, New York",36,47,Kings,32900,6083,1325,46618,16022,1,True,16.43925694558606
36047033000,"Census Tract 0330.00, Kings County, New York",36,47,Kings,33000,4821,852,21148,6295,4,True,82.97033810412778
36047033100,"Census Tract 0331.00, Kings County, New York",36,47,Kings,33100,4168,694,50966,29918,1,True,23.99232245681382
36047033300,"Census Tract 0333.00, Kings County, New York",36,47,Kings,33300,4579,928,57827,15839,0,True,0.0
36047033500,"Census Tract 0335.00, Kings County, New York",36,47,Kings,33500,3094,382,72904,25338,0,True,0.0
36047033600,"Census Tract 0336.00, Kings County, New York",36,47,Kings,33600,4701,780,81923,13351,0,True,0.0
36047033701,"Census Tract 0337.01, Kings County, New York",36,47,Kings,33701,2211,634,47375,9993,0,True,0.0
36047033702,"Census Tract 0337.02, Kings County, New York",36,47,Kings,33702,1669,412,71557,10147,0,True,0.0
36047033900,"Census Tract 0339.00, Kings County, New York",36,47,Kings,33900,4398,581,58096,26808,0,True,0.0
36047034000,"Census Tract 0340.00, Kings County, New York",36,47,Kings,34000,1991,334,22931,8436,0,True,0.0
36047034100,"Census Tract 0341.00, Kings County, New York",36,47,Kings,34100,3194,461,46111,40341,1,True,31.308703819661865
36047034200,"Census Tract 0342.00, Kings County, New York",36,47,Kings,34200,6151,1178,19663,5227,1,True,16.257519102584943
36047034300,"Census Tract 0343.00, Kings County, New York",36,47,Kings,34300,4942,760,32250,18589,3,True,60.70416835289356
36047034500,"Census Tract 0345.00, Kings County, New York",36,47,Kings,34500,2924,597,39296,10256,3,True,102.59917920656635
36047034700,"Census Tract 0347.00, Kings County, New York",36,47,Kings,34700,3496,514,34063,20302,4,True,114.41647597254004
36047034800,"Census Tract 0348.00, Kings County, New York",36,47,Kings,34800,3055,448,65380,24167,1,True,32.733224222585925
36047034901,"Census Tract 0349.01, Kings County, New York",36,47,Kings,34901,2023,425,39337,6244,3,True,148.29461196243204
36047034902,"Census Tract 0349.02, Kings County, New York",36,47,Kings,34902,4320,900,42462,22605,2,True,46.2962962962963
36047035000,"Census Tract 0350.00, Kings County, New York",36,47,Kings,35000,2971,319,42313,7840,0,True,0.0
36047035101,"Census Tract 0351.01, Kings County, New York",36,47,Kings,35101,2330,697,33542,23802,0,True,0.0
36047035102,"Census Tract 0351.02, Kings County, New York",36,47,Kings,35102,2320,378,54963,34117,6,True,258.6206896551724
36047035200,"Census Tract 0352.00, Kings County, New York",36,47,Kings,35200,1162,286,12114,1276,1,True,86.05851979345955
36047035301,"Census Tract 0353.01, Kings County, New York",36,47,Kings,35301,2559,497,36761,12303,1,True,39.07776475185619
36047035302,"Census Tract 0353.02, Kings County, New York",36,47,Kings,35302,2725,610,75398,28972,0,True,0.0
36047035400,"Census Tract 0354.00, Kings County, New York",36,47,Kings,35400,5720,815,50441,13653,0,True,0.0
36047035500,"Census Tract 0355.00, Kings County, New York",36,47,Kings,35500,5499,739,50809,15217,0,True,0.0
36047035601,"Census Tract 0356.01, Kings County, New York",36,47,Kings,35601,2553,278,29625,6711,0,True,0.0
36047035602,"Census Tract 0356.02, Kings County, New York",36,47,Kings,35602,5586,711,50014,6462,0,True,0.0
36047035701,"Census Tract 0357.01, Kings County, New York",36,47,Kings,35701,2317,388,40175,7859,3,True,129.4777729823047
36047035702,"Census Tract 0357.02, Kings County, New York",36,47,Kings,35702,0,12,-666666666,-222222222,2,False,
36047035900,"Census Tract 0359.00, Kings County, New York",36,47,Kings,35900,5718,794,43309,19225,4,True,69.95452955578874
36047036001,"Census Tract 0360.01, Kings County, New York",36,47,Kings,36001,3156,336,26540,6578,0,True,0.0
36047036002,"Census Tract 0360.02, Kings County, New York",36,47,Kings,36002,3878,506,20959,10242,0,True,0.0
36047036100,"Census Tract 0361.00, Kings County, New York",36,47,Kings,36100,2834,471,21476,4914,4,True,141.14326040931547
36047036200,"Census Tract 0362.00, Kings County, New York",36,47,Kings,36200,3678,474,46071,12599,0,True,0.0
36047036300,"Census Tract 0363.00, Kings County, New York",36,47,Kings,36300,5109,849,32017,5871,3,True,58.71990604815032
36047036400,"Census Tract 0364.00, Kings County, New York",36,47,Kings,36400,2325,399,50195,13807,0,True,0.0
36047036501,"Census Tract 0365.01, Kings County, New York",36,47,Kings,36501,3564,659,47723,10213,1,True,28.058361391694728
36047036502,"Census Tract 0365.02, Kings County, New York",36,47,Kings,36502,1562,483,53594,27987,0,True,0.0
36047036600,"Census Tract 0366.00, Kings County, New York",36,47,Kings,36600,4129,815,41611,17255,0,True,0.0
36047036700,"Census Tract 0367.00, Kings County, New York",36,47,Kings,36700,1211,308,41029,7684,0,True,0.0
36047036900,"Census Tract 0369.00, Kings County, New York",36,47,Kings,36900,6056,990,35485,11774,3,True,49.53764861294584
36047037000,"Census Tract 0370.00, Kings County, New York",36,47,Kings,37000,4016,559,62305,29930,0,True,0.0
36047037100,"Census Tract 0371.00, Kings County, New York",36,47,Kings,37100,4689,667,75756,12858,2,True,42.65301770100235
36047037300,"Census Tract 0373.00, Kings County, New York",36,47,Kings,37300,4358,737,51845,9739,3,True,68.83891693437356
36047037401,"Census Tract 0374.01, Kings County, New York",36,47,Kings,37401,4679,845,51007,8557,0,True,0.0
36047037402,"Census Tract 0374.02, Kings County, New York",36,47,Kings,37402,4661,621,32280,18175,0,True,0.0
36047037500,"Census Tract 0375.00, Kings County, New York",36,47,Kings,37500,3232,531,69120,16726,0,True,0.0
36047037700,"Census Tract 0377.00, Kings County, New York",36,47,Kings,37700,4575,701,67045,27086,1,True,21.85792349726776
36047037900,"Census Tract 0379.00, Kings County, New York",36,47,Kings,37900,4671,879,44255,20772,3,True,64.22607578676943
36047038100,"Census Tract 0381.00, Kings County, New York",36,47,Kings,38100,5351,639,52610,17264,2,True,37.376191366099796
36047038200,"Census Tract 0382.00, Kings County, New York",36,47,Kings,38200,5714,860,18322,1638,0,True,0.0
36047038300,"Census Tract 0383.00, Kings County, New York",36,47,Kings,38300,4737,534,76461,7104,0,True,0.0
36047038500,"Census Tract 0385.00, Kings County, New York",36,47,Kings,38500,4324,1091,82765,6407,0,True,0.0
36047038600,"Census Tract 0386.00, Kings County, New York",36,47,Kings,38600,3448,673,80688,6959,0,True,0.0
36047038700,"Census Tract 0387.00, Kings County, New York",36,47,Kings,38700,3965,717,64395,9240,4,True,100.88272383354351
36047038800,"Census Tract 0388.00, Kings County, New York",36,47,Kings,38800,4419,802,73932,21804,0,True,0.0
36047038900,"Census Tract 0389.00, Kings County, New York",36,47,Kings,38900,3007,629,81274,9021,0,True,0.0
36047039000,"Census Tract 0390.00, Kings County, New York",36,47,Kings,39000,2486,378,68188,10141,0,True,0.0
36047039100,"Census Tract 0391.00, Kings County, New York",36,47,Kings,39100,3536,708,85283,25068,0,True,0.0
36047039200,"Census Tract 0392.00, Kings County, New York",36,47,Kings,39200,3108,660,54531,22735,0,True,0.0
36047039300,"Census Tract 0393.00, Kings County, New York",36,47,Kings,39300,4012,637,80352,27134,1,True,24.92522432701894
36047039400,"Census Tract 0394.00, Kings County, New York",36,47,Kings,39400,2240,393,46500,9455,0,True,0.0
36047039500,"Census Tract 0395.00, Kings County, New York",36,47,Kings,39500,3958,725,56227,31781,0,True,0.0
36047039600,"Census Tract 0396.00, Kings County, New York",36,47,Kings,39600,1910,357,64044,25428,0,True,0.0
36047039700,"Census Tract 0397.00, Kings County, New York",36,47,Kings,39700,3342,612,54980,22937,3,True,89.76660682226212
36047039800,"Census Tract 0398.00, Kings County, New York",36,47,Kings,39800,2845,532,72721,15295,0,True,0.0
36047039900,"Census Tract 0399.00, Kings County, New York",36,47,Kings,39900,4229,744,53472,11285,1,True,23.646252069047055
36047040000,"Census Tract 0400.00, Kings County, New York",36,47,Kings,40000,2906,534,51709,6952,0,True,0.0
36047040100,"Census Tract 0401.00, Kings County, New York",36,47,Kings,40100,3203,642,54792,16615,3,True,93.66219169528567
36047040200,"Census Tract 0402.00, Kings County, New York",36,47,Kings,40200,2844,313,64922,24050,0,True,0.0
36047040300,"Census Tract 0403.00, Kings County, New York",36,47,Kings,40300,3697,519,68438,15497,0,True,0.0
36047040400,"Census Tract 0404.00, Kings County, New York",36,47,Kings,40400,2355,308,78750,28624,0,True,0.0
36047040500,"Census Tract 0405.00, Kings County, New York",36,47,Kings,40500,1512,322,62326,9447,0,True,0.0
36047040600,"Census Tract 0406.00, Kings County, New York",36,47,Kings,40600,3642,535,63609,5142,0,True,0.0
36047040700,"Census Tract 0407.00, Kings County, New York",36,47,Kings,40700,0,12,-666666666,-222222222,1,False,
36047040800,"Census Tract 0408.00, Kings County, New York",36,47,Kings,40800,3485,613,96705,42291,0,True,0.0
36047040900,"Census Tract 0409.00, Kings County, New York",36,47,Kings,40900,3829,815,52699,26374,0,True,0.0
36047041000,"Census Tract 0410.00, Kings County, New York",36,47,Kings,41000,2004,565,53750,26423,0,True,0.0
36047041100,"Census Tract 0411.00, Kings County, New York",36,47,Kings,41100,3050,671,38775,26380,0,True,0.0
36047041200,"Census Tract 0412.00, Kings County, New York",36,47,Kings,41200,3404,666,83393,50418,0,True,0.0
36047041300,"Census Tract 0413.00, Kings County, New York",36,47,Kings,41300,3743,620,62177,17504,1,True,26.716537536735242
36047041401,"Census Tract 0414.01, Kings County, New York",36,47,Kings,41401,1541,367,68211,25623,0,True,0.0
36047041402,"Census Tract 0414.02, Kings County, New York",36,47,Kings,41402,1829,280,52880,18551,0,True,0.0
36047041500,"Census Tract 0415.00, Kings County, New York",36,47,Kings,41500,4112,818,81054,25608,0,True,0.0
36047041600,"Census Tract 0416.00, Kings County, New York",36,47,Kings,41600,2343,569,54676,12187,0,True,0.0
36047041700,"Census Tract 0417.00, Kings County, New York",36,47,Kings,41700,3221,698,28103,13645,0,True,0.0
36047041800,"Census Tract 0418.00, Kings County, New York",36,47,Kings,41800,2859,499,53710,15637,0,True,0.0
36047041900,"Census Tract 0419.00, Kings County, New York",36,47,Kings,41900,3914,824,53068,18973,0,True,0.0
36047042000,"Census Tract 0420.00, Kings County, New York",36,47,Kings,42000,1930,356,61736,14540,0,True,0.0
36047042100,"Census Tract 0421.00, Kings County, New York",36,47,Kings,42100,4239,755,70903,26361,0,True,0.0
36047042200,"Census Tract 0422.00, Kings County, New York",36,47,Kings,42200,3545,676,63854,29844,1,True,28.208744710860366
36047042300,"Census Tract 0423.00, Kings County, New York",36,47,Kings,42300,3840,651,84857,11386,0,True,0.0
36047042400,"Census Tract 0424.00, Kings County, New York",36,47,Kings,42400,3342,703,58286,9026,0,True,0.0
36047042500,"Census Tract 0425.00, Kings County, New York",36,47,Kings,42500,3321,568,79750,18314,0,True,0.0
36047042600,"Census Tract 0426.00, Kings County, New York",36,47,Kings,42600,4129,721,54013,23937,1,True,24.21893921046258
36047042700,"Census Tract 0427.00, Kings County, New York",36,47,Kings,42700,4730,648,60549,17352,1,True,21.14164904862579
36047042800,"Census Tract 0428.00, Kings County, New York",36,47,Kings,42800,3789,573,63000,12519,0,True,0.0
36047042900,"Census Tract 0429.00, Kings County, New York",36,47,Kings,42900,5205,962,52224,8370,0,True,0.0
36047043000,"Census Tract 0430.00, Kings County, New York",36,47,Kings,43000,3276,556,44341,7971,0,True,0.0
36047043100,"Census Tract 0431.00, Kings County, New York",36,47,Kings,43100,4654,604,73526,14387,0,True,0.0
36047043200,"Census Tract 0432.00, Kings County, New York",36,47,Kings,43200,4195,662,73638,10734,0,True,0.0
36047043300,"Census Tract 0433.00, Kings County, New York",36,47,Kings,43300,3529,615,24146,13014,1,True,28.336639274582037
36047043400,"Census Tract 0434.00, Kings County, New York",36,47,Kings,43400,3618,659,43188,16324,0,True,0.0
36047043500,"Census Tract 0435.00, Kings County, New York",36,47,Kings,43500,4921,675,73190,13983,0,True,0.0
36047043600,"Census Tract 0436.00, Kings County, New York",36,47,Kings,43600,4877,800,66332,17292,0,True,0.0
36047043700,"Census Tract 0437.00, Kings County, New York",36,47,Kings,43700,5796,1194,58996,21763,1,True,17.25327812284334
36047043800,"Census Tract 0438.00, Kings County, New York",36,47,Kings,43800,2532,302,58583,10931,0,True,0.0
36047043900,"Census Tract 0439.00, Kings County, New York",36,47,Kings,43900,3424,552,61372,17676,0,True,0.0
36047044000,"Census Tract 0440.00, Kings County, New York",36,47,Kings,44000,2736,448,52316,33990,0,True,0.0
36047044100,"Census Tract 0441.00, Kings County, New York",36,47,Kings,44100,5101,954,55212,12788,0,True,0.0
36047044200,"Census Tract 0442.00, Kings County, New York",36,47,Kings,44200,2699,416,71842,17148,0,True,0.0
36047044300,"Census Tract 0443.00, Kings County, New York",36,47,Kings,44300,4417,617,62400,22057,0,True,0.0
36047044400,"Census Tract 0444.00, Kings County, New York",36,47,Kings,44400,3458,606,47381,18027,0,True,0.0
36047044500,"Census Tract 0445.00, Kings County, New York",36,47,Kings,44500,4393,645,72440,7313,0,True,0.0
36047044600,"Census Tract 0446.00, Kings County, New York",36,47,Kings,44600,1984,366,53237,12121,0,True,0.0
36047044700,"Census Tract 0447.00, Kings County, New York",36,47,Kings,44700,2543,334,47468,18306,0,True,0.0
36047044800,"Census Tract 0448.00, Kings County, New York",36,47,Kings,44800,1793,255,66400,10897,0,True,0.0
36047044901,"Census Tract 0449.01, Kings County, New York",36,47,Kings,44901,2989,583,38750,27702,2,True,66.91201070592172
36047044902,"Census Tract 0449.02, Kings County, New York",36,47,Kings,44902,0,12,-666666666,-222222222,1,False,
36047045000,"Census Tract 0450.00, Kings County, New York",36,47,Kings,45000,648,229,81111,16108,0,True,0.0
36047045200,"Census Tract 0452.00, Kings County, New York",36,47,Kings,45200,2564,545,80511,33193,0,True,0.0
36047045300,"Census Tract 0453.00, Kings County, New York",36,47,Kings,45300,2410,390,54063,16773,3,True,124.48132780082987
36047045400,"Census Tract 0454.00, Kings County, New York",36,47,Kings,45400,1877,528,90329,18303,0,True,0.0
36047045600,"Census Tract 0456.00, Kings County, New York",36,47,Kings,45600,2183,304,54505,15335,0,True,0.0
36047045800,"Census Tract 0458.00, Kings County, New York",36,47,Kings,45800,1215,255,78365,22573,0,True,0.0
36047046000,"Census Tract 0460.00, Kings County, New York",36,47,Kings,46000,3104,557,66941,10551,0,True,0.0
36047046201,"Census Tract 0462.01, Kings County, New York",36,47,Kings,46201,2050,398,35408,17573,0,True,0.0
36047046202,"Census Tract 0462.02, Kings County, New York",36,47,Kings,46202,1894,392,79000,23118,0,True,0.0
36047046400,"Census Tract 0464.00, Kings County, New York",36,47,Kings,46400,2717,593,58125,11510,0,True,0.0
36047046800,"Census Tract 0468.00, Kings County, New York",36,47,Kings,46800,1995,450,34191,13680,0,True,0.0
36047047000,"Census Tract 0470.00, Kings County, New York",36,47,Kings,47000,2396,479,63667,13449,0,True,0.0
36047047200,"Census Tract 0472.00, Kings County, New York",36,47,Kings,47200,2865,571,58875,16441,0,True,0.0
36047047400,"Census Tract 0474.00, Kings County, New York",36,47,Kings,47400,2258,426,44583,13929,0,True,0.0
36047047600,"Census Tract 0476.00, Kings County, New York",36,47,Kings,47600,3004,860,38255,21723,0,True,0.0
36047047700,"Census Tract 0477.00, Kings County, New York",36,47,Kings,47700,3701,510,148036,18149,0,True,0.0
36047047800,"Census Tract 0478.00, Kings County, New York",36,47,Kings,47800,3926,631,70948,24679,0,True,0.0
36047048000,"Census Tract 0480.00, Kings County, New York",36,47,Kings,48000,3447,716,31156,7513,0,True,0.0
36047048100,"Census Tract 0481.00, Kings County, New York",36,47,Kings,48100,3047,785,85288,25897,1,True,32.81916639317361
36047048200,"Census Tract 0482.00, Kings County, New York",36,47,Kings,48200,4955,804,52090,7557,0,True,0.0
36047048400,"Census Tract 0484.00, Kings County, New York",36,47,Kings,48400,5566,1004,56635,16663,0,True,0.0
36047048500,"Census Tract 0485.00, Kings County, New York",36,47,Kings,48500,2254,289,85625,26894,3,True,133.09671694764862
36047048600,"Census Tract 0486.00, Kings County, New York",36,47,Kings,48600,3152,871,53068,7320,0,True,0.0
36047048800,"Census Tract 0488.00, Kings County, New York",36,47,Kings,48800,4044,546,59235,11931,0,True,0.0
36047048900,"Census Tract 0489.00, Kings County, New York",36,47,Kings,48900,3591,796,19269,11042,2,True,55.69479253689779
36047049000,"Census Tract 0490.00, Kings County, New York",36,47,Kings,49000,5354,991,65132,19117,0,True,0.0
36047049100,"Census Tract 0491.00, Kings County, New York",36,47,Kings,49100,6818,1108,36735,11997,2,True,29.33411557641537
36047049200,"Census Tract 0492.00, Kings County, New York",36,47,Kings,49200,3240,586,64063,29933,1,True,30.864197530864196
36047049301,"Census Tract 0493.01, Kings County, New York",36,47,Kings,49301,2288,454,20886,9136,2,True,87.41258741258741
36047049302,"Census Tract 0493.02, Kings County, New York",36,47,Kings,49302,5004,685,44931,33986,2,True,39.96802557953637
36047049400,"Census Tract 0494.00, Kings County, New York",36,47,Kings,49400,5681,613,85550,13528,0,True,0.0
36047049500,"Census Tract 0495.00, Kings County, New York",36,47,Kings,49500,2558,448,93922,29425,2,True,78.18608287724786
36047049600,"Census Tract 0496.00, Kings County, New York",36,47,Kings,49600,4022,583,65699,10913,0,True,0.0
36047049700,"Census Tract 0497.00, Kings County, New York",36,47,Kings,49700,2765,330,90885,9132,0,True,0.0
36047049800,"Census Tract 0498.00, Kings County, New York",36,47,Kings,49800,4011,558,67292,22713,0,True,0.0
36047049900,"Census Tract 0499.00, Kings County, New York",36,47,Kings,49900,2030,387,90000,32710,0,True,0.0
36047050001,"Census Tract 0500.01, Kings County, New York",36,47,Kings,50001,2154,408,113133,22092,0,True,0.0
36047050002,"Census Tract 0500.02, Kings County, New York",36,47,Kings,50002,1813,316,105694,65277,0,True,0.0
36047050100,"Census Tract 0501.00, Kings County, New York",36,47,Kings,50100,3249,477,116759,34415,0,True,0.0
36047050202,"Census Tract 0502.02, Kings County, New York",36,47,Kings,50202,2293,285,93750,29899,0,True,0.0
36047050300,"Census Tract 0503.00, Kings County, New York",36,47,Kings,50300,2724,448,124397,29576,0,True,0.0
36047050401,"Census Tract 0504.01, Kings County, New York",36,47,Kings,50401,2925,417,87161,31025,0,True,0.0
36047050402,"Census Tract 0504.02, Kings County, New York",36,47,Kings,50402,1918,791,129792,76469,0,True,0.0
36047050500,"Census Tract 0505.00, Kings County, New York",36,47,Kings,50500,3964,742,41200,11735,0,True,0.0
36047050600,"Census Tract 0506.00, Kings County, New York",36,47,Kings,50600,5069,810,58996,14295,3,True,59.18327086210299
36047050700,"Census Tract 0507.00, Kings County, New York",36,47,Kings,50700,3189,798,32898,16216,0,True,0.0
36047050801,"Census Tract 0508.01, Kings County, New York",36,47,Kings,50801,3691,519,57569,20728,0,True,0.0
36047050803,"Census Tract 0508.03, Kings County, New York",36,47,Kings,50803,2648,463,63958,14504,1,True,37.764350453172206
