universe,category,matched_event_days,event_incidents_per_day,matched_control_incidents_per_day,paired_difference,difference_lower_95,difference_upper_95,event_to_control_ratio,ratio_lower_95,ratio_upper_95,bootstrap_replicates,seed
Championship game dates,All included dates,249,3.4698795180722892,3.4928045515394914,-0.022925033467202205,-0.2856646825396823,0.23751255020080267,0.9934364969098836,0.9192290741240616,1.06790778406625,2000,20260918
Championship game dates,NBA Finals,114,3.6666666666666665,4.057069757727652,-0.3904030910609859,-0.7401589912280695,-0.031276106934002575,0.9037721522245531,0.8179851932424776,0.9925531791196999,2000,20260918
Championship game dates,Super Bowl,20,2.95,2.9,0.050000000000000266,-0.71890625,0.8624999999999998,1.017241379310345,0.7413322225441902,1.2983537203262656,2000,20260918
Championship game dates,World Series,115,3.365217391304348,3.0365424430641816,0.3286749482401663,-0.030808747412008307,0.7012047101449272,1.108239866362118,0.9903541593438845,1.235603003488989,2000,20260918
